id,topic1,topic2,topic3,published_year
Well_Quasi_Orders,Mathematics,Combinatorics,,2012
Marriage,Mathematics,Combinatorics,,2010
Ramsey-Infinite,Mathematics,Combinatorics,,2004
SWF_Impossibility,Mathematics,Games and economics,,2026
Arbitrage_Probability_Correspondence,Mathematics,Games and economics,,2026
Weak_Spectroscopy,Mathematics,Games and economics,,2025
Galois_Energy_Games,Mathematics,Games and economics,,2025
Alpha_Beta_Pruning,Mathematics,Games and economics,,2024
Actuarial_Mathematics,Mathematics,Games and economics,,2024
Coupledsim_Contrasim,Mathematics,Games and economics,,2023
PAPP_Impossibility,Mathematics,Games and economics,,2022
Risk_Free_Lending,Mathematics,Games and economics,,2022
Gale_Shapley,Mathematics,Games and economics,,2021
GaleStewart_Games,Mathematics,Games and economics,,2021
DiscretePricing,Mathematics,Games and economics,,2018
Neumann_Morgenstern_Utility,Mathematics,Games and economics,,2018
Fishburn_Impossibility,Mathematics,Games and economics,,2018
First_Welfare_Theorem,Mathematics,Games and economics,,2017
Stable_Matching,Mathematics,Games and economics,,2016
Randomised_Social_Choice,Mathematics,Games and economics,,2016
SDS_Impossibility,Mathematics,Games and economics,,2016
Parity_Game,Mathematics,Games and economics,,2015
Vickrey_Clarke_Groves,Mathematics,Games and economics,,2015
SenSocialChoice,Mathematics,Games and economics,,2008
ArrowImpossibilityGS,Mathematics,Games and economics,,2008
Hidden_Number_Problem,Mathematics,Geometry,,2025
Cube_Dissection,Mathematics,Geometry,,2024
Lie_Groups,Mathematics,Geometry,,2024
Picks_Theorem,Mathematics,Geometry,,2024
Ceva,Mathematics,Geometry,,2023
Foundation_of_geometry,Mathematics,Geometry,,2021
Schutz_Spacetime,Mathematics,Geometry,,2021
Grothendieck_Schemes,Mathematics,Geometry,,2021
IsaGeoCoq,Mathematics,Geometry,,2021
Poincare_Disc,Mathematics,Geometry,,2019
Complex_Geometry,Mathematics,Geometry,,2019
Nullstellensatz,Mathematics,Geometry,,2019
Octonions,Mathematics,Geometry,,2018
Quaternions,Mathematics,Geometry,,2018
Projective_Geometry,Mathematics,Geometry,,2018
Gromov_Hyperbolicity,Mathematics,Geometry,,2018
Stewart_Apollonius,Mathematics,Geometry,,2017
Minkowskis_Theorem,Mathematics,Geometry,,2017
Buffons_Needle,Mathematics,Geometry,,2017
Chord_Segments,Mathematics,Geometry,,2016
Ptolemys_Theorem,Mathematics,Geometry,,2016
Buildings,Mathematics,Geometry,,2016
Triangle,Mathematics,Geometry,,2015
Tarskis_Geometry,Mathematics,Geometry,,2012
Impossible_Geometry,Mathematics,Geometry,,2012
General-Triangle,Mathematics,Geometry,,2011
Tree_Enumeration,Mathematics,Graph theory,,2023
Expander_Graphs,Mathematics,Graph theory,,2023
Turans_Graph_Theorem,Mathematics,Graph theory,,2022
Balog_Szemeredi_Gowers,Mathematics,Graph theory,,2022
Undirected_Graph_Theory,Mathematics,Graph theory,,2022
Knights_Tour,Mathematics,Graph theory,,2022
Roth_Arithmetic_Progressions,Mathematics,Graph theory,,2021
Szemeredi_Regularity,Mathematics,Graph theory,,2021
Relational_Forests,Mathematics,Graph theory,,2021
Relational_Paths,Mathematics,Graph theory,,2020
Graph_Saturation,Mathematics,Graph theory,,2018
Factored_Transition_System_Bounding,Mathematics,Graph theory,,2018
Prpu_Maxflow,Mathematics,Graph theory,,2017
Flow_Networks,Mathematics,Graph theory,,2017
Menger,Mathematics,Graph theory,,2017
Tree_Decomposition,Mathematics,Graph theory,,2016
MFMC_Countable,Mathematics,Graph theory,,2016
Planarity_Certificates,Mathematics,Graph theory,,2015
Parity_Game,Mathematics,Graph theory,,2015
Gabow_SCC,Mathematics,Graph theory,,2014
Random_Graph_Subgraph_Threshold,Mathematics,Graph theory,,2014
Koenigsberg_Friendship,Mathematics,Graph theory,,2013
ShortestPath,Mathematics,Graph theory,,2013
Graph_Theory,Mathematics,Graph theory,,2013
Girth_Chromatic,Mathematics,Graph theory,,2012
Max-Card-Matching,Mathematics,Graph theory,,2011
Flyspeck-Tame,Mathematics,Graph theory,,2006
Riesz_Representation,Mathematics,Measure and integration,,2024
Levy_Prokhorov_Metric,Mathematics,Measure and integration,,2024
Coproduct_Measure,Mathematics,Measure and integration,,2024
Disintegration,Mathematics,Measure and integration,,2023
S_Finite_Measure_Monad,Mathematics,Measure and integration,,2023
Hahn_Jordan_Decomposition,Mathematics,Measure and integration,,2021
CVP_Hardness,Mathematics,Misc,,2023
IMO2019,Mathematics,Misc,,2019
FunWithTilings,Mathematics,Misc,,2008
FunWithFunctions,Mathematics,Misc,,2008
Diophantine_Universal_Pairs,Mathematics,Number theory,,2025
Elliptic_Functions,Mathematics,Number theory,,2025
Farey_Sequences,Mathematics,Number theory,,2025
Pentagonal_Number_Theorem,Mathematics,Number theory,,2025
Dedekind_Sums,Mathematics,Number theory,,2025
Sophie_Germain,Mathematics,Number theory,,2025
Theta_Functions,Mathematics,Number theory,,2024
Rogers_Ramanujan,Mathematics,Number theory,,2024
Combinatorial_Q_Analogues,Mathematics,Number theory,,2024
Sum_Of_Squares_Count,Mathematics,Number theory,,2024
Wooley_Elementary_Discrete_Inequality,Mathematics,Number theory,,2024
Chebyshev_Prime_Bounds,Mathematics,Number theory,,2024
PNT_with_Remainder,Mathematics,Number theory,,2024
Kummer_Congruence,Mathematics,Number theory,,2024
Wieferich_Kempner,Mathematics,Number theory,,2024
Polygonal_Number_Theorem,Mathematics,Number theory,,2023
Zeckendorf,Mathematics,Number theory,,2023
Three_Squares,Mathematics,Number theory,,2023
DigitsInBase,Mathematics,Number theory,,2023
Padic_Field,Mathematics,Number theory,,2022
Involutions2Squares,Mathematics,Number theory,,2022
DPRM_Theorem,Mathematics,Number theory,,2022
Digit_Expansions,Mathematics,Number theory,,2022
Irrationals_From_THEBOOK,Mathematics,Number theory,,2022
Lifting_the_Exponent,Mathematics,Number theory,,2021
Padic_Ints,Mathematics,Number theory,,2021
Hermite_Lindemann,Mathematics,Number theory,,2021
Amicable_Numbers,Mathematics,Number theory,,2020
Irrational_Series_Erdos_Straus,Mathematics,Number theory,,2020
Gaussian_Integers,Mathematics,Number theory,,2020
Lucas_Theorem,Mathematics,Number theory,,2020
Furstenberg_Topology,Mathematics,Number theory,,2020
Arith_Prog_Rel_Primes,Mathematics,Number theory,,2020
Mersenne_Primes,Mathematics,Number theory,,2020
Zeta_3_Irrational,Mathematics,Number theory,,2019
Gauss_Sums,Mathematics,Number theory,,2019
Transcendence_Series_Hancl_Rucki,Mathematics,Number theory,,2019
Prime_Distribution_Elementary,Mathematics,Number theory,,2019
Probabilistic_Prime_Tests,Mathematics,Number theory,,2019
Pi_Transcendental,Mathematics,Number theory,,2018
Prime_Number_Theorem,Mathematics,Number theory,,2018
Pell,Mathematics,Number theory,,2018
Irrationality_J_Hancl,Mathematics,Number theory,,2018
Dirichlet_L,Mathematics,Number theory,,2017
Diophantine_Eqns_Lin_Hom,Mathematics,Number theory,,2017
Zeta_Function,Mathematics,Number theory,,2017
Dirichlet_Series,Mathematics,Number theory,,2017
Minkowskis_Theorem,Mathematics,Number theory,,2017
Bernoulli,Mathematics,Number theory,,2017
Bertrands_Postulate,Mathematics,Number theory,,2017
E_Transcendental,Mathematics,Number theory,,2017
Prime_Harmonic_Series,Mathematics,Number theory,,2015
Liouville_Numbers,Mathematics,Number theory,,2015
Stern_Brocot,Mathematics,Number theory,,2015
Pratt_Certificate,Mathematics,Number theory,,2013
Lehmer,Mathematics,Number theory,,2013
Perfect-Number-Thm,Mathematics,Number theory,,2009
SumSquares,Mathematics,Number theory,,2007
Fermat3_4,Mathematics,Number theory,,2007
Rankings,Mathematics,Order,,2026
Relational_Divisibility,Mathematics,Order,,2025
Dilworth,Mathematics,Order,,2025
Min_Max_Least_Greatest,Mathematics,Order,,2024
Transport,Mathematics,Order,,2023
Quantales_Converse,Mathematics,Order,,2023
Directed_Sets,Mathematics,Order,,2023
Szpilrajn,Mathematics,Order,,2019
Complete_Non_Orders,Mathematics,Order,,2019
Order_Lattice_Props,Mathematics,Order,,2018
Allen_Calculus,Mathematics,Order,,2016
Stone_Algebras,Mathematics,Order,,2016
LatticeProperties,Mathematics,Order,,2011
GyrovectorSpaces,Mathematics,Physics,,2025
MHComputation,Mathematics,Physics,,2023
No_FTL_observers_Gen_Rel,Mathematics,Physics,,2023
Schutz_Spacetime,Mathematics,Physics,,2021
Physical_Quantities,Mathematics,Physics,,2020
Safe_Distance,Mathematics,Physics,,2020
No_FTL_observers,Mathematics,Physics,,2016
Compressed_Oracles,Mathematics,Physics,Quantum information,2025
Oneway2Hiding,Mathematics,Physics,Quantum information,2025
Kraus_Maps,Mathematics,Physics,Quantum information,2025
Quantum_Fourier_Transform,Mathematics,Physics,Quantum information,2025
Uncertainty_Principle,Mathematics,Physics,Quantum information,2024
TsirelsonBound,Mathematics,Physics,Quantum information,2023
Projective_Measurements,Mathematics,Physics,Quantum information,2021
Isabelle_Marries_Dirac,Mathematics,Physics,Quantum information,2020
Arbitrage_Probability_Correspondence,Mathematics,Probability theory,,2026
No_Free_Lunch_ML,Mathematics,Probability theory,,2025
Kolmogorov_Chentsov,Mathematics,Probability theory,,2025
Negative_Association,Mathematics,Probability theory,,2025
Levy_Prokhorov_Metric,Mathematics,Probability theory,,2024
Countable_Sums_and_Discrete_Distributions,Mathematics,Probability theory,,2024
Doob_Convergence,Mathematics,Probability theory,,2024
Martingales,Mathematics,Probability theory,,2023
Concentration_Inequalities,Mathematics,Probability theory,,2023
Disintegration,Mathematics,Probability theory,,2023
Hypergraph_Colourings,Mathematics,Probability theory,,2023
Lovasz_Local,Mathematics,Probability theory,,2023
S_Finite_Measure_Monad,Mathematics,Probability theory,,2023
Probability_Inequality_Completeness,Mathematics,Probability theory,,2023
Suppes_Theorem,Mathematics,Probability theory,,2023
Quasi_Borel_Spaces,Mathematics,Probability theory,,2022
MDP-Rewards,Mathematics,Probability theory,,2021
MDP-Algorithms,Mathematics,Probability theory,,2021
Constructive_Cryptography_CM,Mathematics,Probability theory,,2021
Laws_of_Large_Numbers,Mathematics,Probability theory,,2021
Constructive_Cryptography,Mathematics,Probability theory,,2018
DiscretePricing,Mathematics,Probability theory,,2018
Hidden_Markov_Models,Mathematics,Probability theory,,2018
Probabilistic_Timed_Automata,Mathematics,Probability theory,,2018
Buffons_Needle,Mathematics,Probability theory,,2017
Probabilistic_While,Mathematics,Probability theory,,2017
CryptHOL,Mathematics,Probability theory,,2017
Source_Coding_Theorem,Mathematics,Probability theory,,2016
Ergodic_Theory,Mathematics,Probability theory,,2015
Density_Compiler,Mathematics,Probability theory,,2014
Random_Graph_Subgraph_Threshold,Mathematics,Probability theory,,2014
Markov_Models,Mathematics,Probability theory,,2012
Restriction_Spaces-Ultrametric,Mathematics,Topology,,2025
Restriction_Spaces-Examples,Mathematics,Topology,,2025
Restriction_Spaces,Mathematics,Topology,,2025
Elementary_Ultrametric_Spaces,Mathematics,Topology,,2025
Riesz_Representation,Mathematics,Topology,,2024
Levy_Prokhorov_Metric,Mathematics,Topology,,2024
Stone_Cech,Mathematics,Topology,,2024
Euler_Polyhedron_Formula,Mathematics,Topology,,2023
Standard_Borel_Spaces,Mathematics,Topology,,2023
Simplicial_complexes_and_boolean_functions,Mathematics,Topology,,2021
Smooth_Manifolds,Mathematics,Topology,,2018
Kuratowski_Closure_Complement,Mathematics,Topology,,2017
Knot_Theory,Mathematics,Topology,,2016
Topology,Mathematics,Topology,,2004
Isabelle-Solidity,Tools,,,2026
Zippy,Tools,,,2025
Neural_Networks,Tools,,,2025
Path_Automation,Tools,,,2025
Munta_Certificate_Checker,Tools,,,2025
Munta_Model_Checker,Tools,,,2025
Restriction_Spaces,Tools,,,2025
Wlog,Tools,,,2024
With_Type,Tools,,,2024
AutoCorres2,Tools,,,2024
Go,Tools,,,2024
ML_Unification,Tools,,,2023
Boolos_Curious_Inference_Automated,Tools,,,2022
Nano_JSON,Tools,,,2022
Types_To_Sets_Extension,Tools,,,2021
Intro_Dest_Elim,Tools,,,2021
Conditional_Transfer_Rule,Tools,,,2021
Conditional_Simplification,Tools,,,2021
SpecCheck,Tools,,,2021
Automated_Stateful_Protocol_Verification,Tools,,,2020
Isabelle_C,Tools,,,2019
Auto2_HOL,Tools,,,2018
BNF_CC,Tools,,,2018
BNF_Operations,Tools,,,2017
Diophantine_Eqns_Lin_Hom,Tools,,,2017
Dict_Construction,Tools,,,2017
Monad_Normalisation,Tools,,,2017
Constructor_Funs,Tools,,,2017
Lazy_Case,Tools,,,2017
Proof_Strategy_Language,Tools,,,2016
Separata,Tools,,,2016
Case_Labeling,Tools,,,2015
Nominal2,Tools,,,2013
DPT-SAT-Solver,Tools,,,2009
